date,retweets,favorites,label,text,clean_text
05/08/19 3:31,1,4,3,"The argument that shutting down 8chan won't work is pretty dumb. These people are losers. They're not doers. They might eventually find other sites, but they won't suddenly spawn 1000s of such sites. They're losers. And they're lazy.","['argument', 'shutting', '8chan', 'wont', 'work', 'pretty', 'dumb', 'people', 'losers', 'theyre', 'not', 'doers', 'might', 'eventually', 'find', 'sites', 'wont', 'suddenly', 'spawn', '1000s', 'sites', 'theyre', 'losers', 'theyre', 'lazy']"
05/08/19 11:35,0,0,3,Cloudflare terminates 8chan account over Õ_Õ_Õ_hate-filledÕ_Õ_ë_ content > https://ift.tt/2ZyCldt #technews #technology #newspic.twitter.com/WOXxemm1Te,"['cloudflare', 'terminates', '8chan', 'account', 'hatefilled', 'content', 'technews', 'technology', 'newspictwittercomwoxxemm1te']"
03/08/19 23:21,1,4,2,#SandyHook should have ended this debate. #GunControlNow,"['sandyhook', 'ended', 'debate', 'guncontrolnow']"
03/08/19 21:13,0,5,2,"According to @GunDeaths as of August 3, the US has been home to 249 mass shootings in 2019. In the words of Dr. King, How long will it take to stop this? Õ_Õ_ÕÎNot long.Õ_Õ_ë #marchonthenra #nomoredeaths #elpaso @NRA - National Rifle Association of America pic.twitter.com/zRrXniKOTs","['according', 'gundeaths', 'august', '3', 'us', 'home', '249', 'mass', 'shootings', '2019', 'words', 'dr', 'king', 'long', 'take', 'stop', 'not', 'long', 'nomoredeaths', 'elpaso', 'nra', 'national', 'rifle', 'association', 'america', 'pictwittercomzrrxnikots']"
05/08/19 11:58,0,0,3,"(1/2) My fiancÕ_ë© literally told me in the car yesterday, Õ_Õ_ÕÎthank God youÕ_Õ_ë_re pale.Õ_Õ_ë while we were listening to NPR and the updates and commentary on the #ElPaso shooting. IÕ_Õ_ë_m a Irish/Hispanic and therefore my mixed race is not evident in my overall skintone. But think about that. We","['12', 'fianc', 'literally', 'told', 'car', 'yesterday', 'thank', 'god', 'youre', 'pale', 'listening', 'npr', 'updates', 'commentary', 'elpaso', 'shooting', 'im', 'irishhispanic', 'therefore', 'mixed', 'race', 'not', 'evident', 'overall', 'skintone', 'think']"
03/08/19 21:01,1,0,3,Thoughts and prayers do nothing. . @TheDemocrats Õ_Õ_Õå DO SOMETHING #gunreformnow #GunControlNow #guncontrol #gunsense #gunreform #2a #,"['thoughts', 'prayers', 'nothing', 'thedemocrats', 'something', 'gunreformnow', 'guncontrolnow', 'guncontrol', 'gunsense', 'gunreform', '2a']"
05/08/19 2:25,0,0,3,Three mass shootings this year began with a hateful screed on 8chan. Its founder calls it a terrorist refuge in plain sight. https://www.washingtonpost.com/technology/2019/08/04/three-mass-shootings-this-year-began-with-hateful-screed-chan-its-founder-calls-it-terrorist-refuge-plain-sight/ Õ_Õ__,"['three', 'mass', 'shootings', 'year', 'began', 'hateful', 'screed', '8chan', 'founder', 'calls', 'terrorist', 'refuge', 'plain', 'sight']"
05/08/19 6:11,0,0,2,"It's not so much as outdated as it is misinterpreted by #2a folks. But yes, still outdated.","['not', 'much', 'outdated', 'misinterpreted', '2a', 'folks', 'yes', 'still', 'outdated']"
03/08/19 23:03,0,0,2,"My thoughts (deviant and self serving) and prayers (IÕ_Õ_ë_ve never been to church) are with those victims of todayÕ_Õ_ë_s shooting. Thoughts? Check. Prayers? Check. Well, my work here is fine. #GunControlNow","['thoughts', 'deviant', 'self', 'serving', 'prayers', 'ive', 'never', 'church', 'victims', 'todays', 'shooting', 'thoughts', 'check', 'prayers', 'check', 'well', 'work', 'fine', 'guncontrolnow']"
05/08/19 6:43,0,0,3,"RT DevinCow: RT BrianNewCBS: BREAKING: #Cloudflare to stop providing service to #8chan, the site which was used by the #ElPaso gunman to post his manifesto. Cloudflare CEO said, Õ_Õ_ÕÎThey have proven themselves to be lawless and that lawlessness has causedÕ_Õ__ https://blog.cloudflare.com/terminating-service-for-8chan/ Õ_Õ__","['rt', 'devincow', 'rt', 'briannewcbs', 'breaking', 'cloudflare', 'stop', 'providing', 'service', '8chan', 'site', 'used', 'elpaso', 'gunman', 'post', 'manifesto', 'cloudflare', 'ceo', 'said', 'they', 'proven', 'lawless', 'lawlessness', 'caused']"
03/08/19 21:03,0,1,3,Gov. Abbott and other politicians reacted to the mass shooting in #ElPaso today. https://bit.ly/2KpfL0C,"['gov', 'abbott', 'politicians', 'reacted', 'mass', 'shooting', 'elpaso', 'today']"
03/08/19 23:40,0,0,2,#MagaTheNewIsis #TrumpIsATerrorist #AccompliceTrump #BanAssaultWeapons #ENOUGH SICK OF THE THOUGHTS AND PRAYERS! NO WHERE IS SAFE! YOU CAUSED THIS WITH YOUR DAMN EVIL MOUTH! NOTHING ABOUT YOU IS GODBLIKE ITS PURE EVIL! #ImpeachNowhttps://twitter.com/realDonaldTrump/status/1157757443901972480 Õ_Õ__,"['magathenewisis', 'trumpisaterrorist', 'accomplicetrump', 'banassaultweapons', 'enough', 'sick', 'thoughts', 'prayers', 'no', 'safe', 'caused', 'damn', 'evil', 'mouth', 'nothing', 'godblike', 'pure', 'evil', 'impeachnow']"
05/08/19 1:44,0,0,2,this is fucking horrible. no one should be going through this.. #GunControlNow https://twitter.com/anthonyjr_/status/1158164333735493634 Õ_Õ__,"['fucking', 'horrible', 'no', 'one', 'going', 'guncontrolnow']"
05/08/19 11:47,0,1,2,Blah blah blah when are you going to do something to prevent it? After all YOU are directly responsible Instead of thoughts & prayers give us policy & change its like you dont actually care & would rather not be talking about it #GunControlNow #GunControlNow #EndTheNRA,"['blah', 'blah', 'blah', 'going', 'something', 'prevent', 'directly', 'responsible', 'instead', 'thoughts', 'prayers', 'give', 'us', 'policy', 'change', 'like', 'dont', 'actually', 'care', 'would', 'rather', 'not', 'talking', 'guncontrolnow', 'guncontrolnow', 'endthenra']"
03/08/19 20:58,0,0,3,Free commerce. Liberals against #ElPaso,"['free', 'commerce', 'liberals', 'elpaso']"
03/08/19 22:54,0,0,2,Aurora: AR-15 Sandy Hook: AR-15 San Bernardino: AR-15 Orlando: AR-15 Vegas: AR-15 Sutherland Springs:!AR-15 Parkland: AR-15 Gilroy: AK-47 El Paso: AK-47 We need #GUNCONTROL,"['aurora', 'ar15', 'sandy', 'hook', 'ar15', 'san', 'bernardino', 'ar15', 'orlando', 'ar15', 'vegas', 'ar15', 'sutherland', 'springsar15', 'parkland', 'ar15', 'gilroy', 'ak47', 'el', 'paso', 'ak47', 'need', 'guncontrol']"
03/08/19 20:07,0,0,2,"More victims. While shopping at Walmart for goodness sake. They sell guns, donÕ_Õ_ë_t they? My heart goes out to all affected. USA needs #GunControlNow","['victims', 'shopping', 'walmart', 'goodness', 'sake', 'sell', 'guns', 'dont', 'heart', 'goes', 'affected', 'usa', 'needs', 'guncontrolnow']"
05/08/19 3:01,1,4,3,"Australian media has labeled it as a ""white-supremacist"" site, accessible on the open web & that it shouldn't be allowed to exist Oddly though Australian Telco's have locked out 8chan since the Christchurch manifesto and live feed For those running a VPN 8chan is all good to go","['australian', 'media', 'labeled', 'whitesupremacist', 'site', 'accessible', 'open', 'web', 'shouldnt', 'allowed', 'exist', 'oddly', 'though', 'australian', 'telcos', 'locked', '8chan', 'since', 'christchurch', 'manifesto', 'live', 'feed', 'running', 'vpn', '8chan', 'good', 'go']"
05/08/19 1:34,0,1,1,Liberals would have you believe that more #GunControl will end or reduce mass shootings. #LiberalLies,"['liberals', 'would', 'believe', 'guncontrol', 'end', 'reduce', 'mass', 'shootings', 'liberallies']"
05/08/19 3:54,0,1,1,Democrats SPEW Hatred. They REEK of Hatred. Logic and Reason does not work on them. Only one thing left to say...pic.twitter.com/l0huLXpjkD,"['democrats', 'spew', 'hatred', 'reek', 'hatred', 'logic', 'reason', 'not', 'work', 'one', 'thing', 'left', 'saypictwittercoml0hulxpjkd']"
03/08/19 21:59,3,15,2,"I've never seen this trend in a country Donald Trump has named a ""shithole"" or ""crime infested place"". Donald Trump rather vet innocent immigrants harshly than ensure stricter gun laws for dangerous individuals. He's making America dangerous folks #GunControlNow #massshootingpic.twitter.com/uxcVOf6PQE","['ive', 'never', 'seen', 'trend', 'country', 'donald', 'trump', 'named', 'shithole', 'crime', 'infested', 'place', 'donald', 'trump', 'rather', 'vet', 'innocent', 'immigrants', 'harshly', 'ensure', 'stricter', 'gun', 'laws', 'dangerous', 'individuals', 'hes', 'making', 'america', 'dangerous', 'folks', 'guncontrolnow', 'massshootingpictwittercomuxcvof6pqe']"
05/08/19 0:53,0,1,2,. @neiltyson is a walking endorsement for the importance of a liberal arts education. Data without context is souless. #ItsTheGunsStupid #data #GunControlNow,"['neiltyson', 'walking', 'endorsement', 'importance', 'liberal', 'arts', 'education', 'data', 'without', 'context', 'souless', 'itsthegunsstupid', 'data', 'guncontrolnow']"
03/08/19 23:43,32,57,1,"Not #GunControlNow -- the Left wants Gun Confiscation and elimination of #2ndAmendment in the People's Bill of Rights. Tragic what happened in El Paso but guns don't kill people, people kill people and even if guns were taken away they'd use bombs or other methods. #ElPasoStrongpic.twitter.com/WilMDF69Ig","['not', 'guncontrolnow', 'left', 'wants', 'gun', 'confiscation', 'elimination', '2ndamendment', 'peoples', 'bill', 'rights', 'tragic', 'happened', 'el', 'paso', 'guns', 'dont', 'kill', 'people', 'people', 'kill', 'people', 'even', 'guns', 'taken', 'away', 'theyd', 'use', 'bombs', 'methods', 'elpasostrongpictwittercomwilmdf69ig']"
05/08/19 12:25,1,1,3,"8chan, Megaphone for Gunmen, Has Gone Dark. Õ_Õ_Õ_Shut the Site Down,Õ_Õ_ë_ Says Its Creator. https://www.nytimes.com/2019/08/04/technology/8chan-shooting-manifesto.html Õ_Õ__","['8chan', 'megaphone', 'gunmen', 'gone', 'dark', 'shut', 'site', 'down', 'says', 'creator']"
03/08/19 23:21,0,0,2,Everyone: We want #GunControlNow GOP: Please have some respect for the victims. Thoughts and Prayers only at this time. How many more do we need?,"['everyone', 'want', 'guncontrolnow', 'gop', 'please', 'respect', 'victims', 'thoughts', 'prayers', 'time', 'many', 'need']"
05/08/19 4:33,0,0,2,What a weekend. Both good and bad. We cannot express our condolences to the families that have suffered so much loss. Our voice matters and we cannot read another headline with tragedy that can be eliminated. #GunControl needs to happen now. Stop talking and start acting.,"['weekend', 'good', 'bad', 'cannot', 'express', 'condolences', 'families', 'suffered', 'much', 'loss', 'voice', 'matters', 'cannot', 'read', 'another', 'headline', 'tragedy', 'eliminated', 'guncontrol', 'needs', 'happen', 'stop', 'talking', 'start', 'acting']"
03/08/19 19:41,0,0,3,"Oh God, not again. #ElPaso","['oh', 'god', 'not', 'elpaso']"
05/08/19 7:53,0,0,3,What laws do yÕ_Õ_ë_all exactly want changed? I wanna know. #GunControlNow,"['laws', 'yall', 'exactly', 'want', 'changed', 'wanna', 'know', 'guncontrolnow']"
03/08/19 21:46,0,0,3,"We're all living paycheck to paycheck, saddled with student debt, working multiple part time jobs & either can't get or can't pay for healthcare - and you want us to add to that the risk of getting shot every time we leave the house? Is that your America, @senatemajldr? #ElPaso","['living', 'paycheck', 'paycheck', 'saddled', 'student', 'debt', 'working', 'multiple', 'part', 'time', 'jobs', 'either', 'cant', 'get', 'cant', 'pay', 'healthcare', 'want', 'us', 'add', 'risk', 'getting', 'shot', 'every', 'time', 'leave', 'house', 'america', 'senatemajldr', 'elpaso']"
03/08/19 20:50,0,3,2,"We canÕ_Õ_ë_t wait for things to settle down when one mass shooting occurs right after another. Gun control works in other countries. Money, greed and ignorance is killing us. #NRAIsATerroristOrganization #GunControlNow #gunsense #NeverAgain","['cant', 'wait', 'things', 'settle', 'one', 'mass', 'shooting', 'occurs', 'right', 'another', 'gun', 'control', 'works', 'countries', 'money', 'greed', 'ignorance', 'killing', 'us', 'nraisaterroristorganization', 'guncontrolnow', 'gunsense', 'neveragain']"
03/08/19 21:19,0,0,3,"Another shooting in a WalMarts in ElPaso, Texas..Sad day for all Texans..we all are family in Texas..HereÕ_Õ_ë_s another thing about Texans..We all are rolling up our sleeves...enough is enough.","['another', 'shooting', 'walmarts', 'elpaso', 'texassad', 'day', 'texanswe', 'family', 'texasheres', 'another', 'thing', 'texanswe', 'rolling', 'sleevesenough', 'enough']"
03/08/19 20:42,0,0,3,Another day and another mass shooting... my prayers are with all the people who have lost loved ones! #ElPaso #elpasoshootinghttps://twitter.com/CBSNews/status/1157728203403878406 Õ_Õ__,"['another', 'day', 'another', 'mass', 'shooting', 'prayers', 'people', 'lost', 'loved', 'ones', 'elpaso', 'elpasoshooting']"
05/08/19 2:49,0,0,1,"How absolutely opportunistic, the bodies are barely cold and you people can't wait to push your anti-Constitutional agenda. Disgusting. #2A #AbolishSelfDenfenslessZoneshttps://twitter.com/MFOLNOVA/status/1158162694157012992 Õ_Õ__","['absolutely', 'opportunistic', 'bodies', 'barely', 'cold', 'people', 'cant', 'wait', 'push', 'anticonstitutional', 'agenda', 'disgusting', '2a', 'abolishselfdenfenslesszones']"
03/08/19 18:20,0,0,3,Just for you can respect 2A and reduce gun violence,"['respect', '2a', 'reduce', 'gun', 'violence']"
03/08/19 21:49,3,7,2,Jay Inslee voted for the assault ban bill knowing that he would be forced out of his job in a swing district. The man has the courage to do what is morally right and not back down. @MomsDemand @sandyhook @GiffordsCourage #GunControl https://twitter.com/JayInslee/status/1157484443088478208 Õ_Õ__,"['jay', 'inslee', 'voted', 'assault', 'ban', 'bill', 'knowing', 'would', 'forced', 'job', 'swing', 'district', 'man', 'courage', 'morally', 'right', 'not', 'back', 'momsdemand', 'sandyhook', 'giffordscourage', 'guncontrol']"
05/08/19 2:11,0,0,3,8chan: the far-right website linked to the rise in hate crimes https://www.theguardian.com/technology/2019/aug/04/mass-shootings-el-paso-texas-dayton-ohio-8chan-far-right-website?CMP=share_btn_tw Õ_Õ__,"['8chan', 'farright', 'website', 'linked', 'rise', 'hate', 'crimes']"
05/08/19 12:21,0,0,3,#ElPaso & #Dayton called.... @realDonaldTrump stay home! They don't want you too visit,"['elpaso', 'dayton', 'called', 'realdonaldtrump', 'stay', 'home', 'dont', 'want', 'visit']"
03/08/19 21:03,0,0,3,They talking about #GunControlNow Learning the #Norwegian language. They do not want #Trump in their country https://youtu.be/DImO_BwbRCA via @YouTube,"['talking', 'guncontrolnow', 'learning', 'norwegian', 'language', 'not', 'want', 'trump', 'country', 'via', 'youtube']"
05/08/19 5:11,0,2,2,Things Trump can do: Stop hateful and inciting rhetoric Begin immediately condemning white supremacy Investigate 4chan 8chan and any site like it that grooms Domestic Terrorists Stop the idolizing of Guns Stop promoting hate at rallies Stop taking NRA $$$,"['things', 'trump', 'stop', 'hateful', 'inciting', 'rhetoric', 'begin', 'immediately', 'condemning', 'white', 'supremacy', 'investigate', '4chan', '8chan', 'site', 'like', 'grooms', 'domestic', 'terrorists', 'stop', 'idolizing', 'guns', 'stop', 'promoting', 'hate', 'rallies', 'stop', 'taking', 'nra']"
05/08/19 5:55,2,2,3,How 8chan Became A Breeding Ground For Violent Extremism https://www.huffpost.com/entry/what-to-know-about-8chan-the-extremist-forum-where-mass-killers-find-an-audience_n_5d476ff5e4b0acb57fce642b Õ_Õ__,"['8chan', 'became', 'breeding', 'ground', 'violent', 'extremism']"
03/08/19 21:58,0,10,2,Some things I ask myself as I enter my senior year of high school: Õ_Õ_ë¢Will I pass my AP courses? Õ_Õ_ë¢Will I get shot during class? Õ_Õ_ë¢Will I get a lead in the school musical? #GunControlNow,"['things', 'ask', 'enter', 'senior', 'year', 'high', 'school', 'will', 'pass', 'ap', 'courses', 'will', 'get', 'shot', 'class', 'will', 'get', 'lead', 'school', 'musical', 'guncontrolnow']"
05/08/19 1:56,0,0,2,"Congress already did their job. It's the Senate, Senator, who needs to do their job an pass #GunControlNow .","['congress', 'already', 'job', 'senate', 'senator', 'needs', 'job', 'pass', 'guncontrolnow']"
05/08/19 1:49,13,23,2,Trump: Who's the idiot who revoked the Obama gun checks for people with mental illnesses? #ElPasoShooting #DaytonShooting pic.twitter.com/nKhd86tuNY,"['trump', 'whos', 'idiot', 'revoked', 'obama', 'gun', 'checks', 'people', 'mental', 'illnesses', 'elpasoshooting', 'daytonshooting', 'pictwittercomnkhd86tuny']"
03/08/19 23:43,2,0,2,"#MoscowMitchMcConnell You're the Effing SenateMajLdr, You've got the Power to pass the Bills the @HouseDemocrats passed on Guns, Our Elections, Security, etc. U've Refused. STFU. https://twitter.com/MrJonCryer/status/1157775934147088384?s=20 Õ_Õ__ #ElPaso #GunControlNow #VoteBlueToEndThisNightmarehttps://twitter.com/senatemajldr/status/1157787985041088513 Õ_Õ__","['moscowmitchmcconnell', 'youre', 'effing', 'senatemajldr', 'youve', 'got', 'power', 'pass', 'bills', 'housedemocrats', 'passed', 'guns', 'elections', 'security', 'etc', 'uve', 'refused', 'stfu', 'elpaso', 'guncontrolnow', 'votebluetoendthisnightmare']"
03/08/19 20:25,0,3,3,"@realDonaldTrump I am sitting heartbroken in my house in East #ElPaso waiting for you to acknowledge the WHITE DOMESTIC TERRORISM that attacked our beautiful border city today. This is on you, you racist piece of shit. YOU #ELPASOMALL #RacistInChief","['realdonaldtrump', 'sitting', 'heartbroken', 'house', 'east', 'elpaso', 'waiting', 'acknowledge', 'white', 'domestic', 'terrorism', 'attacked', 'beautiful', 'border', 'city', 'today', 'racist', 'piece', 'shit', 'elpasomall', 'racistinchief']"
05/08/19 3:57,0,0,3,https://deadline.com/2019/08/8chan-founder-says-message-board-should-be-shuttered-1202661072/ Õ_Õ__ The #whiteterrorists have brazenly left a breadcrumb trail via sites like #8chan. The Intelligence community now knows exactly who they are and where to find them. #HomelandSecurity #HealAmerica #USA,"['whiteterrorists', 'brazenly', 'left', 'breadcrumb', 'trail', 'via', 'sites', 'like', '8chan', 'intelligence', 'community', 'knows', 'exactly', 'find', 'homelandsecurity', 'healamerica', 'usa']"
03/08/19 23:58,1,1,3,"Calling bullshit @GovAbbott on this excuse, papering over the problem with guns as a mental health issue. I'll go out on a limb and say every.single.terrorist has a mental health issue, shall we make an excuse for them as well? Let's call it what it is domestic terrorism #elpaso","['calling', 'bullshit', 'govabbott', 'excuse', 'papering', 'problem', 'guns', 'mental', 'health', 'issue', 'ill', 'go', 'limb', 'say', 'everysingleterrorist', 'mental', 'health', 'issue', 'shall', 'make', 'excuse', 'well', 'lets', 'call', 'domestic', 'terrorism', 'elpaso']"
03/08/19 21:56,0,2,3,The power of public policy. #ElPasoShooting #ElPaso https://twitter.com/RepSylviaGarcia/status/1157771104041279488 Õ_Õ__,"['power', 'public', 'policy', 'elpasoshooting', 'elpaso']"
05/08/19 10:14,0,0,2,"So u wanna talk slavery? #Constitution wasn't intended to protect POC. #2A in particular was always about #WhiteDomesticTerrorism. It encouraged White folks to use deadly force to stop NAs from taking back land stolen from them & AA ""property"" from trying to escape enslavement.","['u', 'wanna', 'talk', 'slavery', 'constitution', 'wasnt', 'intended', 'protect', 'poc', '2a', 'particular', 'always', 'whitedomesticterrorism', 'encouraged', 'white', 'folks', 'use', 'deadly', 'force', 'stop', 'nas', 'taking', 'back', 'land', 'stolen', 'aa', 'property', 'trying', 'escape', 'enslavement']"
05/08/19 6:37,1,0,2,"Thoughts and prayers, #MoscowMitchMcConnell #GunControlNow #BringCongressBack #EnoughIsEnough #MassacreMitchpic.twitter.com/mPZWsM0hNw","['thoughts', 'prayers', 'moscowmitchmcconnell', 'guncontrolnow', 'bringcongressback', 'enoughisenough', 'massacremitchpictwittercommpzwsm0hnw']"
03/08/19 22:51,0,0,3,"Actually, I am a great advocate for people who have #mentalhealth issues . Anytime, @FoxNews wants to have me on to discuss #mentalhealth issues, I will be there. It's an important topic that needs transparency. #ElPaso #massshooting","['actually', 'great', 'advocate', 'people', 'mentalhealth', 'issues', 'anytime', 'foxnews', 'wants', 'discuss', 'mentalhealth', 'issues', 'important', 'topic', 'needs', 'elpaso', 'massshooting']"
03/08/19 22:03,0,0,2,Never let a perfectly good tragedy go to waste! #GunControl #gunsense #ElPaso https://twitter.com/RepAdamSchiff/status/1157765310629289984 Õ_Õ__,"['never', 'let', 'perfectly', 'good', 'tragedy', 'go', 'waste', 'guncontrol', 'gunsense', 'elpaso']"
03/08/19 21:07,0,0,3,Thoughts go out to #ElPaso this evening on news of another multiple death toll in a shopping mall shooting. https://www.bbc.co.uk/news/world-us-canada-49221936 Õ_Õ__,"['thoughts', 'go', 'elpaso', 'evening', 'news', 'another', 'multiple', 'death', 'toll', 'shopping', 'mall', 'shooting']"
05/08/19 2:27,0,1,3,Cloudflare says it's pulling support for 8chan following recent mass shootings https://twitter.com/i/events/1158168920659914752 Õ_Õ__,"['cloudflare', 'says', 'pulling', 'support', '8chan', 'following', 'recent', 'mass', 'shootings']"
05/08/19 9:05,0,0,3,"Following Mass Shooting, Security Service Cloudflare Ends Online Protections For 8chan https://www.buzzfeednews.com/article/ryanmac/cloudflare-8chan Õ_Õ__ via @RMac18","['following', 'mass', 'shooting', 'security', 'service', 'cloudflare', 'ends', 'online', 'protections', '8chan', 'via', 'rmac18']"
03/08/19 21:51,0,1,3,HOW MANY PEOPLE HAVE TO FUCKING DIE UNTIL SOMETHING CHANGES #ElPaso,"['many', 'people', 'fucking', 'die', 'something', 'changes', 'elpaso']"
03/08/19 19:21,0,1,3,Enough is enough. #ElPaso,"['enough', 'enough', 'elpaso']"
03/08/19 20:29,0,0,3,Stop radicalizing these young angry white males. #ElPaso,"['stop', 'radicalizing', 'young', 'angry', 'white', 'males', 'elpaso']"
05/08/19 4:34,1,3,3,"High capacity military-style weapons are pretty recent arrivals on the scene. It's the weapon and the individual...and the president fomenting distrust and hatred, and white supremacist cesspools like 4Chan and 8Chan, and people like you dodging the real problems here.","['high', 'capacity', 'militarystyle', 'weapons', 'pretty', 'recent', 'arrivals', 'scene', 'weapon', 'individualand', 'president', 'fomenting', 'distrust', 'hatred', 'white', 'supremacist', 'cesspools', 'like', '4chan', '8chan', 'people', 'like', 'dodging', 'real', 'problems']"
05/08/19 3:07,0,2,2,Props to my guy @AleBedoya17 for finding a way to use his platform to speak up and speak out for what matters. #GunControlNow https://twitter.com/MLSist/status/1158166303963787265 Õ_Õ__,"['props', 'guy', 'alebedoya17', 'finding', 'way', 'use', 'platform', 'speak', 'speak', 'matters', 'guncontrolnow']"
03/08/19 22:39,2,8,2,You caused this. #ElPasoShooting #EndGunViolence #walmartshooting #BanAssaultRifles #gunsense #gunreformnow #MomsDemandAction,"['caused', 'elpasoshooting', 'endgunviolence', 'walmartshooting', 'banassaultrifles', 'gunsense', 'gunreformnow', 'momsdemandaction']"
03/08/19 22:30,0,1,2,You all need to stop taking NRA money and act on #GunControlNow pic.twitter.com/kx98CRR77C,"['need', 'stop', 'taking', 'nra', 'money', 'act', 'guncontrolnow', 'pictwittercomkx98crr77c']"
05/08/19 1:19,0,1,3,From 8chan and the #NRA,"['8chan', 'nra']"
03/08/19 18:33,8,42,3,#ElPaso The police confronted an armed black citizen checked his gun license and helped him evacuate Good shit El Paso police department. Taking care of us and keeping mistakes to a minimum Be safe,"['elpaso', 'police', 'confronted', 'armed', 'black', 'citizen', 'checked', 'gun', 'license', 'helped', 'evacuate', 'good', 'shit', 'el', 'paso', 'police', 'department', 'taking', 'care', 'us', 'keeping', 'mistakes', 'minimum', 'safe']"
05/08/19 3:26,0,1,3,Someone once posted a bunch of IP addresses for 8chan on qresearch. Those should still work.,"['someone', 'posted', 'bunch', 'ip', 'addresses', '8chan', 'qresearch', 'still', 'work']"
03/08/19 22:21,1,3,2,"We need to be honest. Guns are an issue, and Õ_Õ_ÕÎthoughts and prayersÕ_Õ_ë arenÕ_Õ_ë_t cutting it anymore. People are dying in communities near me and across the United States. #EnoughIsEnough #ElPasoShooting #EndGunViolence #GunControlNow","['need', 'honest', 'guns', 'issue', 'thoughts', 'prayers', 'arent', 'cutting', 'anymore', 'people', 'dying', 'communities', 'near', 'across', 'united', 'states', 'enoughisenough', 'elpasoshooting', 'endgunviolence', 'guncontrolnow']"
03/08/19 20:53,1,6,2,"I say a big eff you to every politician, Republican who are on twitter right now whining that we are making this political calling for #GunControlNow Just a big fat EFF you!","['say', 'big', 'eff', 'every', 'politician', 'republican', 'twitter', 'right', 'whining', 'making', 'political', 'calling', 'guncontrolnow', 'big', 'fat', 'eff']"
05/08/19 12:05,0,0,3,Absolutely - so why did #Trump weaken laws against access to firearms for mentally ill individuals? Why does he not berate supporters for racist statements? Why not call for 8Chan regulation. Because it would hurt HIM. A very small man.,"['absolutely', 'trump', 'weaken', 'laws', 'access', 'firearms', 'mentally', 'ill', 'individuals', 'not', 'berate', 'supporters', 'racist', 'statements', 'not', 'call', '8chan', 'regulation', 'would', 'hurt', 'small', 'man']"
05/08/19 0:03,1,4,2,"I'm officially ending saying my pipe dream job is to be the next @neiltyson. Holy irresponsible #scicomm, Batman. #GunControlNow https://twitter.com/TheSciBabe/status/1158147934606594049 Õ_Õ__","['im', 'officially', 'ending', 'saying', 'pipe', 'dream', 'job', 'next', 'neiltyson', 'holy', 'irresponsible', 'scicomm', 'batman', 'guncontrolnow']"
03/08/19 20:12,0,5,3,And at this point I want every politicians names who accepts money from them or anything affiliated with them. The 2A doesn't mean take money from these people,"['point', 'want', 'every', 'politicians', 'names', 'accepts', 'money', 'anything', 'affiliated', '2a', 'doesnt', 'mean', 'take', 'money', 'people']"
03/08/19 18:46,3,6,3,Please do not post video of the carnage at #ElPaso Family & friends of victims should not see this on social media. They should get official notification first. #BeRespectful #BeSafe,"['please', 'not', 'post', 'video', 'carnage', 'elpaso', 'family', 'friends', 'victims', 'not', 'see', 'social', 'media', 'get', 'official', 'notification', 'first', 'berespectful', 'besafe']"
03/08/19 21:20,1,4,2,"When families lose members to gun violence, there's no getting over it. Get the automatic assault weapons out of this country. #EndTheViolence #LeadershipDesperatelyNeeded #ElPasoShooting #GunControlNow","['families', 'lose', 'members', 'gun', 'violence', 'theres', 'no', 'getting', 'get', 'automatic', 'assault', 'weapons', 'country', 'endtheviolence', 'leadershipdesperatelyneeded', 'elpasoshooting', 'guncontrolnow']"
03/08/19 23:12,1,11,3,"So many lives lost and destroyed in a matter of minutes. Our hearts break and our souls yearn for some way to stop this. We pray for all the victims and families, and continue the fight for change. #ROC #ElPaso https://www.washingtonpost.com/nation/2019/08/03/active-shooter-cielo-vista-mall-area-el-paso-police-say/ Õ_Õ__","['many', 'lives', 'lost', 'destroyed', 'matter', 'minutes', 'hearts', 'break', 'souls', 'yearn', 'way', 'stop', 'pray', 'victims', 'families', 'continue', 'fight', 'change', 'roc', 'elpaso']"
05/08/19 11:57,0,0,3,It's as simple as this every time. #daytonshooting #ElPasoShootinghttps://twitter.com/chriswpowell/status/974002601191788545 Õ_Õ__,"['simple', 'every', 'time', 'daytonshooting', 'elpasoshooting']"
05/08/19 8:58,0,0,3,"251st mass shooting of 7 MONTHS !!! #drumpfÕ_Õ_ë_s Racist ( #2A) foot Õ_Õ_Õ_soldiersÕ_Õ_ë_ #MakingAmericaGreatAGAIN ? AGAIN !! #InGunsWeTrust, #INFANTILEtrump, exemplifying the #MAGA Õ_Õ_Õ_CivilisationÕ_Õ_ë_ #trump","['251st', 'mass', 'shooting', '7', 'months', 'drumpfs', 'racist', '2a', 'foot', 'soldiers', 'makingamericagreatagain', 'ingunswetrust', 'infantiletrump', 'exemplifying', 'maga', 'civilisation', 'trump']"
03/08/19 22:00,5,52,3,"IÕ_Õ_ë_m terribly saddened to hear about the tragic loss of so many innocent lives in #ElPaso today. My heart is with the people of El Paso,Texas and all of America. Violence is never the answer. Everyone deserves to feel safe in their community.","['im', 'terribly', 'saddened', 'hear', 'tragic', 'loss', 'many', 'innocent', 'lives', 'elpaso', 'today', 'heart', 'people', 'el', 'pasotexas', 'america', 'violence', 'never', 'answer', 'everyone', 'deserves', 'feel', 'safe', 'community']"
