,date,retweets,favorites,label,text
56497,05/08/19 3:54,0,1,1,Democrats SPEW Hatred. They REEK of Hatred. Logic and Reason does not work on them. Only one thing left to say...pic.twitter.com/l0huLXpjkD
12907,03/08/19 21:59,3,15,2,"I've never seen this trend in a country Donald Trump has named a ""shithole"" or ""crime infested place"". Donald Trump rather vet innocent immigrants harshly than ensure stricter gun laws for dangerous individuals. He's making America dangerous folks #GunControlNow #massshootingpic.twitter.com/uxcVOf6PQE"
68278,05/08/19 0:53,0,1,2,. @neiltyson is a walking endorsement for the importance of a liberal arts education. Data without context is souless. #ItsTheGunsStupid #data #GunControlNow
2092,03/08/19 23:43,32,57,1,"Not #GunControlNow -- the Left wants Gun Confiscation and elimination of #2ndAmendment in the People's Bill of Rights. Tragic what happened in El Paso but guns don't kill people, people kill people and even if guns were taken away they'd use bombs or other methods. #ElPasoStrongpic.twitter.com/WilMDF69Ig"
41084,05/08/19 12:25,1,1,3,"8chan, Megaphone for Gunmen, Has Gone Dark. ’_’_’_Shut the Site Down,’_’_Î_ Says Its Creator. https://www.nytimes.com/2019/08/04/technology/8chan-shooting-manifesto.html ’_’__"
4758,03/08/19 23:21,0,0,2,Everyone: We want #GunControlNow GOP: Please have some respect for the victims. Thoughts and Prayers only at this time. How many more do we need?
54778,05/08/19 4:33,0,0,2,What a weekend. Both good and bad. We cannot express our condolences to the families that have suffered so much loss. Our voice matters and we cannot read another headline with tragedy that can be eliminated. #GunControl needs to happen now. Stop talking and start acting.
28393,03/08/19 19:41,0,0,3,"Oh God, not again. #ElPaso"
49000,05/08/19 7:53,0,0,3,What laws do y’_’_Î_all exactly want changed? I wanna know. #GunControlNow
14618,03/08/19 21:46,0,0,3,"We're all living paycheck to paycheck, saddled with student debt, working multiple part time jobs & either can't get or can't pay for healthcare - and you want us to add to that the risk of getting shot every time we leave the house? Is that your America, @senatemajldr? #ElPaso"
21337,03/08/19 20:50,0,3,2,"We can’_’_Î_t wait for things to settle down when one mass shooting occurs right after another. Gun control works in other countries. Money, greed and ignorance is killing us. #NRAIsATerroristOrganization #GunControlNow #gunsense #NeverAgain"
17868,03/08/19 21:19,0,0,3,"Another shooting in a WalMarts in ElPaso, Texas..Sad day for all Texans..we all are family in Texas..Here’_’_Î_s another thing about Texans..We all are rolling up our sleeves...enough is enough."
22117,03/08/19 20:42,0,0,3,Another day and another mass shooting... my prayers are with all the people who have lost loved ones! #ElPaso #elpasoshootinghttps://twitter.com/CBSNews/status/1157728203403878406 ’_’__
60505,05/08/19 2:49,0,0,1,"How absolutely opportunistic, the bodies are barely cold and you people can't wait to push your anti-Constitutional agenda. Disgusting. #2A #AbolishSelfDenfenslessZoneshttps://twitter.com/MFOLNOVA/status/1158162694157012992 ’_’__"
33747,03/08/19 18:20,0,0,3,Just for you can respect 2A and reduce gun violence
14192,03/08/19 21:49,3,7,2,Jay Inslee voted for the assault ban bill knowing that he would be forced out of his job in a swing district. The man has the courage to do what is morally right and not back down. @MomsDemand @sandyhook @GiffordsCourage #GunControl https://twitter.com/JayInslee/status/1157484443088478208 ’_’__
63193,05/08/19 2:11,0,0,3,8chan: the far-right website linked to the rise in hate crimes https://www.theguardian.com/technology/2019/aug/04/mass-shootings-el-paso-texas-dayton-ohio-8chan-far-right-website?CMP=share_btn_tw ’_’__
41281,05/08/19 12:21,0,0,3,#ElPaso & #Dayton called.... @realDonaldTrump stay home! They don't want you too visit
19697,03/08/19 21:03,0,0,3,They talking about #GunControlNow Learning the #Norwegian language. They do not want #Trump in their country https://youtu.be/DImO_BwbRCA via @YouTube
53346,05/08/19 5:11,0,2,2,Things Trump can do: Stop hateful and inciting rhetoric Begin immediately condemning white supremacy Investigate 4chan 8chan and any site like it that grooms Domestic Terrorists Stop the idolizing of Guns Stop promoting hate at rallies Stop taking NRA $$$
51883,05/08/19 5:55,2,2,3,How 8chan Became A Breeding Ground For Violent Extremism https://www.huffpost.com/entry/what-to-know-about-8chan-the-extremist-forum-where-mass-killers-find-an-audience_n_5d476ff5e4b0acb57fce642b ’_’__
13023,03/08/19 21:58,0,10,2,Some things I ask myself as I enter my senior year of high school: ’_’_Î¢Will I pass my AP courses? ’_’_Î¢Will I get shot during class? ’_’_Î¢Will I get a lead in the school musical? #GunControlNow
64413,05/08/19 1:56,0,0,2,"Congress already did their job. It's the Senate, Senator, who needs to do their job an pass #GunControlNow ."
64927,05/08/19 1:49,13,23,2,Trump: Who's the idiot who revoked the Obama gun checks for people with mental illnesses? #ElPasoShooting #DaytonShooting pic.twitter.com/nKhd86tuNY
2200,03/08/19 23:43,2,0,2,"#MoscowMitchMcConnell You're the Effing SenateMajLdr, You've got the Power to pass the Bills the @HouseDemocrats passed on Guns, Our Elections, Security, etc. U've Refused. STFU. https://twitter.com/MrJonCryer/status/1157775934147088384?s=20 ’_’__ #ElPaso #GunControlNow #VoteBlueToEndThisNightmarehttps://twitter.com/senatemajldr/status/1157787985041088513 ’_’__"
23960,03/08/19 20:25,0,3,3,"@realDonaldTrump I am sitting heartbroken in my house in East #ElPaso waiting for you to acknowledge the WHITE DOMESTIC TERRORISM that attacked our beautiful border city today. This is on you, you racist piece of shit. YOU #ELPASOMALL #RacistInChief"
56378,05/08/19 3:57,0,0,3,https://deadline.com/2019/08/8chan-founder-says-message-board-should-be-shuttered-1202661072/ ’_’__ The #whiteterrorists have brazenly left a breadcrumb trail via sites like #8chan. The Intelligence community now knows exactly who they are and where to find them. #HomelandSecurity #HealAmerica #USA
204,03/08/19 23:58,1,1,3,"Calling bullshit @GovAbbott on this excuse, papering over the problem with guns as a mental health issue. I'll go out on a limb and say every.single.terrorist has a mental health issue, shall we make an excuse for them as well? Let's call it what it is domestic terrorism #elpaso"
13353,03/08/19 21:56,0,2,3,The power of public policy. #ElPasoShooting #ElPaso https://twitter.com/RepSylviaGarcia/status/1157771104041279488 ’_’__
46178,05/08/19 10:14,0,0,2,"So u wanna talk slavery? #Constitution wasn't intended to protect POC. #2A in particular was always about #WhiteDomesticTerrorism. It encouraged White folks to use deadly force to stop NAs from taking back land stolen from them & AA ""property"" from trying to escape enslavement."
50763,05/08/19 6:37,1,0,2,"Thoughts and prayers, #MoscowMitchMcConnell #GunControlNow #BringCongressBack #EnoughIsEnough #MassacreMitchpic.twitter.com/mPZWsM0hNw"
7537,03/08/19 22:51,0,0,3,"Actually, I am a great advocate for people who have #mentalhealth issues . Anytime, @FoxNews wants to have me on to discuss #mentalhealth issues, I will be there. It's an important topic that needs transparency. #ElPaso #massshooting"
12501,03/08/19 22:03,0,0,2,Never let a perfectly good tragedy go to waste! #GunControl #gunsense #ElPaso https://twitter.com/RepAdamSchiff/status/1157765310629289984 ’_’__
19325,03/08/19 21:07,0,0,3,Thoughts go out to #ElPaso this evening on news of another multiple death toll in a shopping mall shooting. https://www.bbc.co.uk/news/world-us-canada-49221936 ’_’__
62041,05/08/19 2:27,0,1,3,Cloudflare says it's pulling support for 8chan following recent mass shootings https://twitter.com/i/events/1158168920659914752 ’_’__
47627,05/08/19 9:05,0,0,3,"Following Mass Shooting, Security Service Cloudflare Ends Online Protections For 8chan https://www.buzzfeednews.com/article/ryanmac/cloudflare-8chan ’_’__ via @RMac18"
13938,03/08/19 21:51,0,1,3,HOW MANY PEOPLE HAVE TO FUCKING DIE UNTIL SOMETHING CHANGES #ElPaso
30359,03/08/19 19:21,0,1,3,Enough is enough. #ElPaso
23528,03/08/19 20:29,0,0,3,Stop radicalizing these young angry white males. #ElPaso
54743,05/08/19 4:34,1,3,3,"High capacity military-style weapons are pretty recent arrivals on the scene. It's the weapon and the individual...and the president fomenting distrust and hatred, and white supremacist cesspools like 4Chan and 8Chan, and people like you dodging the real problems here."
59214,05/08/19 3:07,0,2,2,Props to my guy @AleBedoya17 for finding a way to use his platform to speak up and speak out for what matters. #GunControlNow https://twitter.com/MLSist/status/1158166303963787265 ’_’__
8812,03/08/19 22:39,2,8,2,You caused this. #ElPasoShooting #EndGunViolence #walmartshooting #BanAssaultRifles #gunsense #gunreformnow #MomsDemandAction
9707,03/08/19 22:30,0,1,2,You all need to stop taking NRA money and act on #GunControlNow pic.twitter.com/kx98CRR77C
66776,05/08/19 1:19,0,1,3,From 8chan and the #NRA
33302,03/08/19 18:33,8,42,3,#ElPaso The police confronted an armed black citizen checked his gun license and helped him evacuate Good shit El Paso police department. Taking care of us and keeping mistakes to a minimum Be safe
58039,05/08/19 3:26,0,1,3,Someone once posted a bunch of IP addresses for 8chan on qresearch. Those should still work.
10705,03/08/19 22:21,1,3,2,"We need to be honest. Guns are an issue, and ’_’_’Œthoughts and prayers’_’_Îù aren’_’_Î_t cutting it anymore. People are dying in communities near me and across the United States. #EnoughIsEnough #ElPasoShooting #EndGunViolence #GunControlNow"
21013,03/08/19 20:53,1,6,2,"I say a big eff you to every politician, Republican who are on twitter right now whining that we are making this political calling for #GunControlNow Just a big fat EFF you!"
42093,05/08/19 12:05,0,0,3,Absolutely - so why did #Trump weaken laws against access to firearms for mentally ill individuals? Why does he not berate supporters for racist statements? Why not call for 8Chan regulation. Because it would hurt HIM. A very small man.
71125,05/08/19 0:03,1,4,2,"I'm officially ending saying my pipe dream job is to be the next @neiltyson. Holy irresponsible #scicomm, Batman. #GunControlNow https://twitter.com/TheSciBabe/status/1158147934606594049 ’_’__"
25471,03/08/19 20:12,0,5,3,And at this point I want every politicians names who accepts money from them or anything affiliated with them. The 2A doesn't mean take money from these people
32714,03/08/19 18:46,3,6,3,Please do not post video of the carnage at #ElPaso Family & friends of victims should not see this on social media. They should get official notification first. #BeRespectful #BeSafe
17770,03/08/19 21:20,1,4,2,"When families lose members to gun violence, there's no getting over it. Get the automatic assault weapons out of this country. #EndTheViolence #LeadershipDesperatelyNeeded #ElPasoShooting #GunControlNow"
5677,03/08/19 23:12,1,11,3,"So many lives lost and destroyed in a matter of minutes. Our hearts break and our souls yearn for some way to stop this. We pray for all the victims and families, and continue the fight for change. #ROC #ElPaso https://www.washingtonpost.com/nation/2019/08/03/active-shooter-cielo-vista-mall-area-el-paso-police-say/ ’_’__"
42464,05/08/19 11:57,0,0,3,It's as simple as this every time. #daytonshooting #ElPasoShootinghttps://twitter.com/chriswpowell/status/974002601191788545 ’_’__
47767,05/08/19 8:58,0,0,3,"251st mass shooting of 7 MONTHS !!! #drumpf’_’_Î_s Racist ( #2A) foot ’_’_’_soldiers’_’_Î_ #MakingAmericaGreatAGAIN ? AGAIN !! #InGunsWeTrust, #INFANTILEtrump, exemplifying the #MAGA ’_’_’_Civilisation’_’_Î_ #trump"
12771,03/08/19 22:00,5,52,3,"I’_’_Î_m terribly saddened to hear about the tragic loss of so many innocent lives in #ElPaso today. My heart is with the people of El Paso,Texas and all of America. Violence is never the answer. Everyone deserves to feel safe in their community."
47752,05/08/19 8:58,6,14,3,#TuckFrump Cloudflare ends services for ’_’_’_lawless’_’_Î_ 8chan after El Paso massacre https://www.rawstory.com/2019/08/cloudflare-ends-services-for-lawless-8chan-after-el-paso-massacre/ ’_’__ @realTuckFrumper @RawStory
36328,05/08/19 13:49,0,0,2,"THESE TWO MASS SHOOTINGS WERE BY #WhiteDomesticTerrorist ENCOURAGED BY YOUR RACIST HATEFUL RHETORIC. DON’_’_Î_T SUGGEST THESE SHOOTINGS WERE CONNECTED TO IMMIGRANTION! ENOUGH BULLSHIT, BRING SENATE BACK, FIX #GunReform NOW #BloodOnTrumpsHands #ImpeachDonaldTrumpNOW"
21907,03/08/19 20:44,0,0,2,Our current gun laws in full effect. God bless the community of #ElPaso
4766,03/08/19 23:21,54,177,3,"Six days ago we were mourning the victims of a horrific mass shooting in Gilroy. Today our hearts break again and we grieve for the victims of the mass shooting in El Paso. As I did just a few days ago, I call on @senatemajldr & my Senate colleagues to help us #EndGunViolence."
22516,03/08/19 20:39,0,0,2,The only way to get #GunControlNow is to vote out every NRA blood money accepting Republican in public office. #BlueWave2020 #TurnTexasBlue
62874,05/08/19 2:16,0,8,1,"Once again I'll restate that 2A, when written, gave everyone the right to have a musket and therefore everyone should only be able to buy muskets"
9076,03/08/19 22:37,1,8,3,"Buckle up! Shane, Tate and Kelly each will be in 2A. https://twitter.com/H1Unlimited/status/1157779752758829056 ’_’__"
44436,05/08/19 11:12,0,8,3,"sharing @NickyWoolf’_’_Î_s piece on #8chan again in the wake of its being shut down following the el paso shooting, announced & glorified on the site, a longtime incubator for angry white men who perpetrate atrocities. we must recognise how unchecked words of violence beget awful acts https://twitter.com/lulu_nunn/status/1145768724215083008 ’_’__"
45356,05/08/19 10:46,0,0,2,"Support, Senator? What does that mean? More thoughts and prayers? More sadness? Oh, and ""hate and intolerance"" are a problem? Your pal in the White House preaches that regularly! #GunControlNow #ImpeachDonaldTrumpNOW"
19155,03/08/19 21:08,2,7,3,I don’_’_Î_t agree with most of the ideas David French spouses but I agree with him on this 100% #ElPaso #walmartshootinghttps://twitter.com/DavidAFrench/status/1157755335542788096 ’_’__
27390,03/08/19 19:51,0,0,3,#ElPaso No statement as to the motive.
51632,05/08/19 6:04,0,0,2,"Unfortunately, this cycle will continue until the majority of Americans say, ’_’_’ŒEnough is enough’_’_Îù, take action and ensure that the country’_’_Î_s gun laws are changed. #GunControlNow #gunreformnow #AmericanCarnagepic.twitter.com/Jd6gB6Rj3O"
63402,05/08/19 2:09,0,9,3,"The creator of 8chan didn't say that? What's fake, Jordan?"
21135,03/08/19 20:52,7,14,3,We've reached 102 degrees in #ElPaso as of 3pm this afternoon. Remember to stay hydrated and take breaks in the shade if outdoors today. #heatsafety #txwx
38555,05/08/19 13:12,0,0,3,The legacy of your presidency will be the normalization of mass shootings. Fear mongering and nationalism create an environment of scarcity that is ripe for this kind of violence #GunViolence #ElPasoShooting #daytonshooting #DomesticWhiteTerrorism
55155,05/08/19 4:24,0,0,3,"We should take the offer from morons claiming gun violence is a mental health issue. Okay, great ’_’_’Â robust mental screening exam to purchase a gun, any proclivity to violence or harsh temper means no 2A for you. Uncontrollably angry at the gov or anything? Then no guns for you."
53303,05/08/19 5:12,0,0,2,In nearly all cases? What a fucked up thing to say. They will probably be murderered by guns by the age of 5. Guns are the problem. #MoronicRepublicans #WorstPresidentinHistory #MAGATerrorism #GunControlNow
24811,03/08/19 20:17,15,57,3,H E R O Thank You for your bravery and your service #ElPaso #GlendonOakleypic.twitter.com/bOrsLs4ih9
68533,05/08/19 0:49,0,1,3,"ElPaso as well, and were almost shot. One veteran helped kids get away though at least and I applaud him for that."
25156,03/08/19 20:14,0,2,2,"The killer was one of your ’_’_’Œvery fine’_’_Îù white supremacists. These victims are on your watch, you ayatollah of racism. Shame on you, the NRA, and all of your followers. You’_’_Î_ve got blood on your hands! #ImpeachTrump #GunControlNow #ElPaso"
8344,03/08/19 22:43,0,3,2,No one needs an assault rifle! #GunReformNow #GunControl #Resist #ResistTogether
10305,03/08/19 22:25,0,0,3,Such devastating news. Words escape me. Love to the #ElPaso community.
24701,03/08/19 20:18,0,1,3,"2A doesn’_’_Î_t really care what you think. It’_’_Î_s there, you lose. Good to see you using the deaths for your politics before the blood is even dry. https://twitter.com/sahluwal/status/1157731368123555841 ’_’__"
50927,05/08/19 6:29,0,0,3,"Twitter has of course suspended the account to Dayton shooter (it is their official policy to make it so no one can research the posts of mass shooters), but there is an archive you can check out. https://archive.fo/WQJGU #ElPaso #WhiteSupremacistTerrorism #DaytonShooting"
21553,03/08/19 20:48,0,1,1,Because hardcore criminals always follow the law..... #GunControlNow
26009,03/08/19 20:06,3,3,3,"#ElPaso Shooting Update | Mayor Dee Margo of El Paso Texas reported to CNN, there are *3 Suspects* in custody after multiple people were shot at the El Paso Walmart, many killed. The scene is still active, though No Shooters exist"
15093,03/08/19 21:43,0,0,3,Ever notice the most violent cities are run by Democrats pushing #GunControlNow
24732,03/08/19 20:18,9,53,1,"I fight for #2A so law-abiding people, like me, can protect myself and my family. I will NEVER be the victim of a violent crime again. If you've been the victim & choose not to arm yourself, fine. So be it. But don't tell me how to protect myself."
6852,03/08/19 22:58,2,2,2,"Another shooting tragedy in US. This time in a Walmart mall. Walmart has been one of the largest gun retailers in the world, which used to sell ’_’_’Œmodern sporting rifles’_’_Îù such as the AR-15 in 2015. #StopGunViolence"
28390,03/08/19 19:41,0,0,3,there's a mass shooting in el paso. please stay inside. i hope y'all are safe. #ElPaso
28374,03/08/19 19:41,0,0,1,"@LindseyGrahamSC I love what you are doing, but I don't trust you. Can you explain Erpo? Pick a platform and stick with it. Don't you ever think you can mess with the 2ndAmendment. Are you a Dem?"
60845,05/08/19 2:44,0,0,2,"Even if legislation is passed for background checks before gun purchases, which is highly doubtful, IT WON'T MATTER! Most of these shooters would have passed background checks. #BanAssaultWeapons now! Ban manufacture & distribution. Make it a felony to be in possession."
52482,05/08/19 5:37,0,2,3,"Somebody crawl and archive 8chan immediately, save all that nastiness to make sure people are held accountable https://twitter.com/eastdakota/status/1158192506086891520 ’_’__"
28587,03/08/19 19:39,0,1,3,I will Be Your Friend Anti-Bullying Back to School Gift T-Shirt #backtoschool #bullying #StopBullying #school #FriendshipDay #ElPaso Chris Sale #UFCNewark #ripmacmille Cielo Vista #Caturday draymond #InPublicYouShouldNever Link to buy : http://amazon.com/dp/B07W3WDSNG
33551,03/08/19 18:26,0,3,3,"#BREAKING : #USA : Armed Men opened fire at mall in city of #Elpaso , #Texas. Law enforcement agencies are responding to active shooter. According to sources 18 people are believed to be injured."
51749,05/08/19 6:00,1,1,3,shut down 4/8chan now!
33728,03/08/19 18:21,0,0,1,"Man, hit those flea markets & Gun stores! Doubtful any of those fucktard Dems get in, but you see where their ""Lack"" of thought process could take this! God bless those poor people! Say a prayer. #2ndamendment #mentalhealth #logic #CNN #news #MSNBCpic.twitter.com/Gl5DsD60Os"
38139,05/08/19 13:20,0,0,3,"""El Paso shooting: 8chan offline after internet company Cloudflare pulls support for 'cesspool of hate' online forum"" https://ift.tt/33bNbbM pic.twitter.com/zThdxF5U0u"
39566,05/08/19 12:54,1,0,3,"How many of your ""confidants"" have been suicided with a few bullets to the back of the head... the action needed is you being brought to GITMO and tried for treason and hung, using your own words. keep your criminals hands off our 2a Admendment rights! https://twitter.com/HillaryClinton/status/1158084913968664578 ’_’__"
70858,05/08/19 0:07,0,0,3,Thoughts and prayers havent worked the past 200+ shootings It's time to take action #NoMoreThoughtsAndPrayers #GunControlNow #gunreformnow
40081,05/08/19 12:44,0,0,2,"Nice try, the immigrants are locked up & hiding. They aren’_’_Î_t shooting anyone. #ElPasoTerroristAttack #GunControlNow ’_ÎÅ_ @realDonaldTrump’_ÎÅÎ©https://www.thedailybeast.com/trump-wants-new-gun-laws-to-be-married-to-immigration-reform?via=ios ’_’__"
30893,03/08/19 19:15,0,0,3,"OMG, When is the carnage going to stop? #ElPaso #CowardlyGOPCongress #GOPComplicitInMurder #NRABoughtAndPaidFor #TrumpStooges"
39633,05/08/19 12:52,0,0,3,Pause for thought... re white terrorism and the gamification therein - ’_’_’ŒAmazon is profiting from the 8chan audience. It could easily stop Watkins from financing 8chan through http://Amazon.com but has not acted. ’_’_’Œ White terrorismhttps://popular.info/p/white-terrorism ’_’__
58274,05/08/19 3:23,0,0,2,Get ready to memory hole this shit and continue to obsess over the El Paso psychopath instead. #GunControlNow Alternative point of view: Yin and Yang https://twitter.com/infolibnews/status/1158160673936957442 ’_’__
53495,05/08/19 5:07,0,0,3,"Cloudflare CEO on why the company terminated DDoS protection service for 8chan: the site was ""lawless and that lawlessness has caused multiple tragic deaths"" (Matthew Prince/The Cloudflare Blog) - Apple Watch 101 - http://applewatch101.com/cloudflare-ceo-on-why-the-company-terminated-ddos-protection-service-for-8chan-the-site-was-lawless-and-that-lawlessness-has-caused-multiple-tragic-deaths-matthew-prince-the-cloudflare-blog/ ’_’__"
31411,03/08/19 19:07,1,7,3,It's Saturday. All twenty-two victims had something fun planned for this evening. Three assholes canceled those plans. #ElPaso
61216,05/08/19 2:39,1,7,3,@TimMcDermott6 @PhilaUnion I have never been as proud of my team as I am now for supporting @AleBedoya17 #boysinblue #doop #GunControlNow
19980,03/08/19 21:01,0,0,2,My heart goes out to all the victims of the El Paso shooting and their families #GunControlNow #ElPasoShooting
14775,03/08/19 21:45,0,0,3,Scary!! Very very scary.... At least 18 people were killed by a gunman in #ElPaso USA. #ElPasoStrong
45894,05/08/19 10:25,0,0,1,".00006%, roughly 6k out of 100million gun owners are committing the crimes with guns. How does it make sense to take away the 2A?"
39860,05/08/19 12:48,0,0,2,"I want to see the faces of the people, who defend the second amendment, when their loved ones make the list of the next mass shooting #GunControlNow #StopGunViolence"
33388,03/08/19 18:30,2,3,3,"There might be a better local station, but this one is live... #ElPaso https://www.ktsm.com/9-stream-ktsm/"
59151,05/08/19 3:08,0,3,3,"Removing 8chan is literally the most fucked up solution ever. Not only does it flat out not improve a shooter's mental state, it just makes the problem much much worse"
69180,05/08/19 0:38,0,0,3,@tysonritter I grew up 15 min. from the Oregon District (a high crime area). I guess the shooter had a mental problem & was bullied because of it. His sister was one of his victims. My heart goes out to the victims & their families. We need to take action now! #BanAssaultWeapons
62460,05/08/19 2:21,0,0,3,"8chan Is a Megaphone for Gunmen. ’_’_’_Shut the Site Down,’_’_Î_ Says Its Creator. https://www.nytimes.com/2019/08/04/technology/8chan-shooting-manifesto.html ’_’__"
50737,05/08/19 6:38,0,0,3,"8chan Is a Megaphone for Gunmen. ’_’_’_Shut the Site Down,’_’_Î_ Says Its Creator. - The New York Times https://www.nytimes.com/2019/08/04/technology/8chan-shooting-manifesto.html ’_’__"
55458,05/08/19 4:16,1,1,3,Watch @DaHonestyPolicy's broadcast: #PoliticalRumble #’êÎÜ’À’ê’_’â’êÎÜ’__5’êÎ_’ö_’ê_Î‚’«Î‚’_’«Î‚’ö #KashmirBleeds #DaAngels #MassShootings #2A #N’_’__https://www.pscp.tv/w/cBelIjIwNTM4NjZ8MVlwS2t2Z3plQU14atFGTo8ny1i3zreiJhXJWKL_0GzKW2KmUGUg6ufYWF_T ’_’__
26278,03/08/19 20:03,0,0,2,#NoMoreGuns Politicians Be Active & Stop Letting Us Die.
61529,05/08/19 2:34,5,8,3,@senwarren is responsible for the #DaytonShooting because the shooter was one of her supporters. #LiberalismIsAMentalDisorderhttps://www.washingtontimes.com/news/2019/aug/4/connor-betts-ohio-gunman-was-elizabeth-warren-supp/ ’_’__
60149,05/08/19 2:54,0,0,3,#Cloudflare announces termination of #8chan's service: Cloudflare has announced that’_’__ https://goo.gl/fb/FxScjn #tech
35702,03/08/19 5:26,0,0,1,"#guns #2A Gov. Ducey plans another attempt at gun measure rejected before: ’_’__ was enough to get the National Rifle Association to back off. But enough ’_’__ , and infringing heavily upon their Second Amendment rights,’_’_Îù said Farnsw http://tinyurl.com/yy77m46a pic.twitter.com/R2tI3NYtYE"
22338,03/08/19 20:40,0,0,3,"Antifa groups were spontaneous anti-fascists that faught against the national socialists well before and into world war 2, some German communist members (KPD) are alleged to have joined the Nazis to take down the centrists in '33. Read a book and get off YouTube and 8chan."
20080,03/08/19 21:00,0,0,3,El Paso is in my thoughts and prayers.. But are ’_’_Îùthoughts’_’_Îù and ’_’_Îùprayers’_’_Îù enough? Please do something!!! Enough with these mass shootings! #ElPaso
32629,03/08/19 18:48,2,1,3,"3 people in custody, multiple dead. #ElPaso"
63512,05/08/19 2:07,0,0,3,"My thoughts and prayers really go out to those affected by the #massshootings in #ElPaso, TX and #Dayton, OH. Racism, bigotry, and continues to terrorize the #UnitedStates. #EnoughIsEnoughStopTheHate"
30378,03/08/19 19:21,0,5,3,"I’_’_Î_ve never heard of 8Chan until Scott’_’_Î_s tweet. Like all the Chan sites, they’_’_Î_re always full of evil"
24179,03/08/19 20:23,2,2,3,"Another mass shooting. It appears he specifically targeted Latinx people. Let's use the correct language. This is yet another AMERICAN POGROM, like #TreeOfLife synagogue was. #Trump is directly responsible for fomenting this. #ElPaso"
2352,03/08/19 23:42,0,7,3,"Many years ago, I submitted this for inclusion in a public art project in the EP Intl Airport. Ever time I return, I stop and reread and feel like I'm home when I see this. Today, I'm feeling this harder than I ever have. #ElPasoStrong #eptx #elpasotx #elpaso #gunsafetynowpic.twitter.com/pj5XwNnQBz"
40870,05/08/19 12:29,0,0,2,"Yes, my right not to live in fear of people who feel the need to own assault weapons. Rights are not given by God, if that's what you mean by inherent. Your very questionable ""gun rights"" are trampling my right to the pursuit of happiness. You got the 2a talking points down tho."
62487,05/08/19 2:21,0,1,3,Reported #Dayton #ElPaso pic.twitter.com/2fJeWfnmNk
61392,05/08/19 2:36,0,1,1,Agree completely. Each state’_’_Î_s National Guard fulfills 2A.
10167,03/08/19 22:26,1,0,2,"There were plenty of ’_’_’Œgood guys with guns’_’_Îù openly carrying today during the #ElPasoShooting chaos that It was hard to differentiate bad from good. With all these folks with guns, no one stopped this from happening! Not one! #massshooting #GunControlNow"
65791,05/08/19 1:36,0,0,2,How many lives will it take @realDonaldTrump? #GunControlNow pic.twitter.com/SIw7Xrpt8c
46498,05/08/19 10:02,3,10,3,#Cloudflare Cuts Ties With #8chan In Light Of Mass Shooting and Upcoming IPO http://lowy.at/AO523 pic.twitter.com/W58qh8kqKp
10722,03/08/19 22:20,2,5,3,"Twitter, why did you remove @thedoo2u's tweet? She was just reporting the facts: ""The El Paso shooter is Patrick Cruisius, 21, white, male, avid Trump supporter. Is anyone surprised by this? #ElPaso #WalmartShooting""https://twitter.com/thedoo2u/status/1157768932012392448 ’_’__"
2613,03/08/19 23:40,0,3,2,You may be asking when will politicians that support @realDonaldTrump send more than their thoughts and prayers? It won't be till the criminal behind that is a poc because they can blame it on immigration. That's the unfortunate truth bc so far they are not poc. #EndGunViolence
20919,03/08/19 20:54,8,7,3,"All of these deaths are senseless and sad, but while #ElPaso will be dominating the news/political discourse, the crickets will continue in regards to Chicago. 9 Killed, 39 Wounded In Weekend Shootings Across Chicago https://cbsloc.al/2Zoj5j6#.XUXzg2bu3vE.twitter ’_’__"
19722,03/08/19 21:03,0,0,1,"Again, you need to brush up on your education. The 2A had the ’_’_’Œwell regulated militia’_’_Îù clause because who was the ’_’_’Œmilitia’_’_Îù in 1776? EVERYONE. Everyone was called up to be in the militia and guess what? They brought their OWN firearms. And we fought our gov, not a random nation."
50582,05/08/19 6:44,2,2,1,I was called racist 6x today for standing up for our #2A .. whatta joke
45254,05/08/19 10:49,0,0,3,"Dear America, I'm sorry, we give up. You do nothing to help yourself and it's exhaustive for us to keep supporting someone who doesn't want to help themselves. We love you, but we have to to let you go. #elpaso #walmartshooting #NRAIsComplicit #thoughtsandprayersdontwork"
20986,03/08/19 20:53,0,1,2,At what point will we start saying your right to own an AK47 is not more important than everyone else’_’_Î_s right to live. And let’_’_Î_s call this all what it is - white supremacists with mental health issues and assault weapons. #GunControlNow
21888,03/08/19 20:44,0,0,3,"And these are the same cockroaches that call legitimate journalism ""Fake News"" #ElPaso"
39719,05/08/19 12:50,1,2,1,How about mental health because you can give it up if you think we're going to give up our #2A rights. Dream on. Raise the age to buy guns to 28 because it's obvious modern day young people don't have stable mental faculties to handle the responsibility
56630,05/08/19 3:52,0,0,3,future #8chan #asmr https://8ch.net/asmr/res/177823.html ’_’__
46362,05/08/19 10:06,0,1,3,3A from the roots 2A from the ends https://twitter.com/yoongiftedz/status/1158089646330585088 ’_’__
14342,03/08/19 21:48,0,0,3,Douglas Murray's #propaganda in his xenophobic/Islamophobic book 'The Strange Death of Europe' VERSUS the 'Great Replacement' manifestos of #ElPaso terrorist Patrick Crucius and NZ terrorist Brenton Tarrant. #Terrorism #Radicalization #Trump #Fearhttps://mobile.twitter.com/DouglasKMurray/status/1135894670339432448 ’_’__
